Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
ııııııııııııııııııııııııııı ıııııııııııı ıııııııııııı ııııııııııııııı ııı ııııııııııııııııııııııııııı ııııııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı,Brinjal,Water,Tulu,Meghalaya,Winter,Medium,Angry,Private,Drip Kit,392,No,7,ask_advice,20/04/2025 04:36
ııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııııııııı ıııııııııııııııııı,Tea,Equipment,Hindi,Jharkhand,Monsoon,Low,Angry,NGO,Fungicide,2818,Yes,11,ask_advice,16/08/2024 06:14
ııııııııı ııııııııı ııııııııııııııııııııııııııı ıııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııı,ııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııı,Banana,Weather,Bengali,Gujarat,Winter,Medium,Worried,AI,Pesticide,4245,No,8,ask_advice,01/10/2024 03:14
ıııııııııııı ıııııı ıııııı ııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı,Tea,Pest,Tulu,Uttar Pradesh,Zaid,Low,Hopeful,NGO,Drip Kit,988,No,7,ask_advice,17/02/2025 21:06
ııııııııı ııııııııı ııııııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ııııııııı,Banana,Market,Konkani,Chhattisgarh,Winter,Low,Angry,Private,Drip Kit,1203,No,8,ask_advice,26/08/2024 10:44
ııııııııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı,Brinjal,Water,Bhojpuri,Andhra Pradesh,Winter,Low,Worried,Human,Pesticide,1665,No,12,ask_advice,19/04/2025 07:15
ııııııııı ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııı ııı ııııııııı ıııııııııııı,ııııııııı ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Cotton,Nutrient,Maithili,Punjab,Zaid,High,Frustrated,Human,Neem Oil,4295,No,10,ask_advice,03/10/2024 12:55
ııııııııııııııı ıııııııııııı ııııııııı ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııı ıııııı.,ıııııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ııııııııı.,Cotton,Nutrient,Gujarati,Tripura,Winter,High,Frustrated,Private,Irrigation Pump,2444,No,8,ask_advice,14/11/2024 04:05
ıııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııııııııı.,ııııııııııııııııııııı ııııııııı ııııııııııııııı.,Sugarcane,Weather,Marathi,Tamil Nadu,Kharif,High,Frustrated,NGO,Neem Oil,289,Yes,6,ask_advice,05/07/2024 02:48
ııııııııııııııııııııı ııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııı,ııııııııııııııııııııııııııı ııııııııııııııı,Spices,Disease,Konkani,Goa,Rabi,Low,Angry,AI,Fungicide,2947,No,5,ask_advice,28/03/2024 17:05
ıııııııııııı ıııııııııııı ıııııııııııı ııııııııııııııııııııı ııııııııııııııı ıııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııı ııııııııı ııııııııııııııııııııı ıııııııııııı,Apple,Weather,Assamese,Uttar Pradesh,Kharif,Medium,Worried,Human,Fertilizer,2708,No,7,ask_advice,22/03/2024 20:21
ıııııııııııı ııııııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı.,ıııııııııııııııııııııııı ıııııı ıııııııııııııııııı ııııııııı.,Mango,Weather,Gujarati,Punjab,Monsoon,High,Hopeful,Private,Pesticide,4125,Yes,11,ask_advice,10/08/2024 17:13
ıııııı ıııııııı ıııı ıııııııı ıııı ıııııı ıııı ıııııııııı ıııııııı,ıııııııııııııııııı ıııııııııııııı ıııııııı,Wheat,Water,Kashmiri,Manipur,Winter,Low,Neutral,AI,Fungicide,1003,Yes,9,ask_advice,30/09/2024 23:27
ııııııııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııı ııııııııı,ıııııııııııı ıııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Sugarcane,Weather,Rajasthani,West Bengal,Monsoon,Low,Hopeful,Human,None,0,No,12,ask_advice,18/08/2024 08:11
ııııııııııııııı ıııııı ııııııııı ııııııııı ıııııııııııı ıııııııııııı ıııııııııııı ııııııııı.,ıııııııııııı ıııııııııııı ııııııııııııııı.,Millets,Disease,Marathi,Kerala,Monsoon,Medium,Neutral,Govt_Expert,None,0,No,8,ask_advice,16/11/2024 01:20
ııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııııııııı ıııııııııııııııııı,Potato,Market,Hindi,Punjab,Zaid,High,Angry,Private,Fungicide,674,No,11,ask_advice,31/01/2025 22:02
ıııııı ıııııııııı ıııııı ıııııııı ıııı ıııııı ıııııııı,ıııııııı ıııı ıııııııııııı ıııııııı,Brinjal,Water,Kashmiri,West Bengal,Monsoon,Low,Neutral,Govt_Expert,Fertilizer,2147,Yes,7,ask_advice,06/07/2024 04:56
ııııııııııııııııııııı ııııııııı ııııııııııııııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııı ıııııııııııııııııııııııı.,Cotton,Weather,Malayalam,Nagaland,Summer,High,Angry,Human,Fungicide,2573,No,23,ask_advice,25/04/2024 12:57
ııııııııııııııı ıııııııııııııııııı ıııııı ııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı.,ııııııııııııııı ııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııııııııııııııı.,Rice,Market,Malayalam,Andhra Pradesh,Zaid,Medium,Worried,AI,Drip Kit,258,No,21,ask_advice,13/03/2025 13:32
ııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı,Tea,Weather,Punjabi,Punjab,Kharif,Low,Frustrated,Govt_Expert,Drip Kit,2627,No,11,ask_advice,14/06/2024 19:51
ıııııııııııı ıııııı ıııııı ııııııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııı,Tea,Market,Tulu,Jharkhand,Winter,High,Worried,NGO,Pesticide,2806,Yes,6,ask_advice,22/01/2024 09:07
ıııııııııııııııııı ııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııı ıııııı ıııııııııııııııııı ııııııııı ııııııııı,ııııııııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı,Apple,Nutrient,Rajasthani,West Bengal,Monsoon,Low,Neutral,Govt_Expert,Pesticide,4223,No,11,ask_advice,24/06/2024 08:43
ıııııı ııııııııııııııı ıııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııııııııı ıııııııııııııııııııııııııııııı ıııııııııııııııııı.,Sugarcane,Pest,Telugu,Kerala,Rabi,Low,Frustrated,Private,Pesticide,4071,No,18,ask_advice,27/11/2024 02:22
ıııııııııııııııııı ııııııııııııııı ııııııııı ıııııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııı ıııııı ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Onion,Water,Rajasthani,Karnataka,Monsoon,Low,Neutral,NGO,Neem Oil,3309,No,9,ask_advice,21/02/2025 02:32
ııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Rice,Pest,Maithili,Uttarakhand,Kharif,Low,Angry,NGO,Drip Kit,534,Yes,10,ask_advice,04/09/2024 18:29
ıııııııııııı ııııııııııııııı ııııııııı ııııııııı ıııııı ıııııı ıııııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ııııııııı ıııııııııııııııııı,Sugarcane,Disease,Hindi,Tripura,Rabi,Low,Angry,NGO,Irrigation Pump,3924,No,7,ask_advice,31/03/2024 15:34
ıııııııııııı ıııııııııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııı ıııııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı ıııııııııııııııııı,Banana,Weather,Hindi,Telangana,Kharif,High,Angry,Human,Neem Oil,2726,Yes,9,ask_advice,11/07/2024 20:42
ııııııııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ııı ııııııııııııııııııııı ıııııııııııııııııı,Tomato,Market,Bhojpuri,Jharkhand,Rabi,Low,Worried,AI,Pesticide,1085,No,12,ask_advice,28/12/2024 09:16
ıııııııııı ıııı ıııııı ıııııııı ıııııııı ıııı ıııııı ıııı ıııııı ıııı ıııııııı ıııı ıııııı ıııııı,ıııııııı ıııııı ıııııı ıııı ıııııııııııı ıııııııı,Millets,Nutrient,Kashmiri,Manipur,Zaid,Medium,Frustrated,NGO,Pesticide,2673,No,14,ask_advice,18/06/2024 17:45
ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı,Pulses,Pest,Tulu,Tamil Nadu,Kharif,Medium,Frustrated,Govt_Expert,None,0,No,5,ask_advice,02/03/2025 02:28
ıııııııııııı ııııııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııııııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Spices,Water,Odia,Haryana,Summer,Low,Neutral,NGO,Drip Kit,4914,No,7,ask_advice,13/10/2024 01:48
ıııııııııııı ıııııı ııı ıııııııııııı ıııııı ıııııııııııııııııı ııııııııııııııııııııı,ııııııııııııııııııııı ıııııııııııııııııı ııııııııııııııı,Mango,Pest,Bengali,Sikkim,Monsoon,Medium,Frustrated,Private,Pesticide,3782,Yes,7,ask_advice,23/02/2024 05:45
ıııııı ııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııııııııı.,ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııııııııı.,Tea,Pest,Telugu,Jharkhand,Kharif,High,Neutral,AI,Drip Kit,1856,No,16,ask_advice,21/06/2024 13:53
ıııııııııııı ııııııııı ıııııı ıııııııııııı ıııııııııııııııııı ıııııı ııııııııı ıııııı ıııııııııııııııııı ıııııııııııııııııııııııı ııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııı ıııııııııııııııııı,Rice,Nutrient,Hindi,Madhya Pradesh,Zaid,High,Frustrated,AI,Pesticide,3178,No,11,ask_advice,26/12/2024 00:06
ıııııı ıııııııııııı ıııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııı,ıııııııııııııııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı,Tea,Pest,Santhali,Manipur,Summer,High,Angry,Govt_Expert,Fungicide,4231,No,6,ask_advice,05/03/2024 11:29
ıııııııııııı ııııııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııııııııı ııııııııı ıııııı ııııııııııııııı ııııııııııııııı,Pulses,Market,Bhojpuri,Gujarat,Winter,Low,Neutral,Human,Irrigation Pump,2480,Yes,9,ask_advice,21/01/2024 04:11
ııııııııı ıııııııııııı ıııııııııııı ııııııııııııııı ııı ııııııııııııııııııııııııııı ııııııııııııııııııııııııııı.,ııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Rice,Water,Tulu,Uttarakhand,Monsoon,Medium,Angry,Govt_Expert,Irrigation Pump,309,Yes,7,ask_advice,18/01/2025 23:53
ıııııııııııı ıııııııııııııııııı ıııııı ııııııııııııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı,Tomato,Weather,Tulu,Uttarakhand,Monsoon,High,Neutral,Private,None,0,No,8,ask_advice,14/05/2024 12:55
ıııııııııııı ııııııııııııııı ıııııı ııııııııııııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııı.,ıııııııııııııııııı ııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Spices,Weather,Tulu,Kerala,Winter,High,Frustrated,NGO,Drip Kit,146,No,8,ask_advice,03/04/2024 07:15
ııııııııııııııı ııııııııııııııı ııııııııı ıııııııııııı ıııııııııııııııııı ııııııııı ıııııı.,ııııııııııııııı ııııııııı ıııııı ııııııııııııııı ııııııııı.,Sugarcane,Market,Gujarati,Assam,Zaid,High,Neutral,Human,Neem Oil,2846,No,7,ask_advice,05/02/2024 13:46
ıııııııı ıııı ıııııı ıııııı ıııı ıııııııııııııı ıııı ıııııı ıııı ıııııııı ıııı ıııııı ıııııı,ıııııı ıııı ıııııııı ıııııı ıııı ıııııııı ıııııııı,Ragi,Equipment,Kashmiri,Tripura,Kharif,Low,Worried,AI,Fertilizer,1655,Yes,13,ask_advice,20/04/2024 04:51
ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı,Banana,Disease,Tulu,Goa,Winter,High,Frustrated,AI,Drip Kit,4822,No,7,ask_advice,08/12/2024 05:20
ıııııııııııı ıııııııııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııı ıııııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ııııııııı ıııııı ııııııııııııııı ııııııııı ııııııııııııııı,Cotton,Equipment,Haryanvi,Goa,Winter,High,Hopeful,NGO,Drip Kit,4026,Yes,9,ask_advice,30/03/2025 02:24
ııııııııııııııııııııı ııııııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııııııııı,Ragi,Equipment,Odia,Sikkim,Kharif,Medium,Angry,NGO,Fertilizer,2286,No,7,ask_advice,07/11/2024 17:44
ıııııı ıııııı ıııı ıııııı ıııı ıııııııııııııı ıııı ıııııııııı ıııııııı,ıııııı ıııı ıııııı ıııııııııııııı ıııııııı,Pulses,Equipment,Kashmiri,Kerala,Kharif,Low,Neutral,Private,Neem Oil,3634,Yes,9,ask_advice,31/01/2024 22:46
ıııııııııııı ıııııııııııı ııı ııııııııııııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ııııııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııı ııııııııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı,Cotton,Market,Bengali,Odisha,Summer,Medium,Hopeful,AI,None,0,No,8,ask_advice,21/12/2024 22:53
ıııııı ıııııııııııııııııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı ııııııııııııııı ıııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııı.,Onion,Equipment,Telugu,Himachal Pradesh,Kharif,Low,Worried,AI,Fungicide,2294,Yes,20,ask_advice,18/12/2024 12:42
ıııııııııııı ıııııı ııııııııı ııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ııııııııı ıııııı ııııııııı ıııııı ııııııııı ııııııııııııııı,Cotton,Disease,Haryanvi,Telangana,Winter,Medium,Neutral,Private,Neem Oil,3519,No,11,ask_advice,08/04/2025 05:56
ıııııııııııı ııııııııı ıııııı ııııııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı.,ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı,Rice,Market,Tulu,Nagaland,Zaid,Medium,Frustrated,Private,None,0,No,6,ask_advice,03/11/2024 03:45
ıııııı ıııııııı ıııı ıııııııı ıııı ıııııı ıııı ıııııııııı ıııııııı,ıııııııı ıııı ıııııııııııııı ıııııııı,Cotton,Water,Kashmiri,Arunachal Pradesh,Summer,High,Frustrated,Human,None,0,Yes,9,ask_advice,02/07/2024 00:47
ıııııııııııı ıııııııııııııııııııııııı ııııııııı ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı.,Ragi,Market,Tamil,West Bengal,Monsoon,Low,Hopeful,AI,Pesticide,1838,No,19,ask_advice,28/06/2024 01:36
ıııııııııııı ıııııııııııııııııı ııııııııı ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı.,Wheat,Market,Tamil,Haryana,Rabi,Medium,Frustrated,Private,Irrigation Pump,1369,No,18,ask_advice,24/01/2024 08:53
ıııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııı.,ıııııııııııııııııı ıııııııııııı.,Mango,Weather,Kannada,Chhattisgarh,Zaid,Low,Neutral,Private,Fertilizer,2652,No,23,ask_advice,10/06/2024 05:33
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ııııııııı,ııııııııııııııı ıııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Coffee,Pest,Haryanvi,Madhya Pradesh,Zaid,Medium,Hopeful,NGO,None,0,Yes,9,ask_advice,04/12/2024 09:19
ıııııı ıııııııııııı ıııııı ııııııııı ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııı,ııııııııııııııııııııı ıııııııııııııııııı ııııııııııııııııııııı,Banana,Pest,Odia,Gujarat,Kharif,Low,Worried,AI,Pesticide,4312,No,7,ask_advice,25/04/2024 17:52
ıııııııııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı.,ııııııııııııııııııııı ıııııııııııı ıııııııııııı ıııııııııııııııııııııııı,Rice,Equipment,Tulu,Tripura,Winter,Low,Neutral,Private,Irrigation Pump,4967,No,6,ask_advice,11/02/2025 16:29
ııııııııı ıııııııııııı ıııııı ııııııııııııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ııııııııııııııı,ııııııııııııııııııııııııııı ıııııııııııııııııııııııııııııı,Cotton,Equipment,Manipuri,Telangana,Zaid,High,Worried,Human,Fungicide,366,No,8,ask_advice,02/04/2024 22:03
ııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ıııııııııııı ııııııııı,ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Potato,Pest,Rajasthani,Nagaland,Rabi,High,Hopeful,Govt_Expert,Fertilizer,3484,Yes,10,ask_advice,03/01/2024 00:09
ıııııııııııı ıııııııııııı ııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııı.,ııııııııı ııııııııııııııııııııı ıııııııııııı ıııııııııııı.,Mango,Water,Kannada,Uttarakhand,Zaid,Low,Hopeful,NGO,Drip Kit,4387,Yes,22,ask_advice,23/09/2024 08:56
ııııııııı ıııııı ııııııııı ıııııııııııı ıııııııııııı ıııııııııııı ıııııııııııı ııııııııı.,ıııııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ııııııııı.,Pulses,Pest,Marathi,Gujarat,Winter,High,Hopeful,NGO,None,0,No,8,ask_advice,25/09/2024 17:31
ııııııııı ııııııııı ıııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ııı ııııııııı ıııııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııı,Tea,Market,Maithili,Meghalaya,Winter,Medium,Frustrated,Private,Drip Kit,4766,No,11,ask_advice,16/04/2025 11:30
ıııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııııııııı,Coffee,Equipment,Odia,Meghalaya,Monsoon,Medium,Hopeful,AI,None,0,Yes,8,ask_advice,05/07/2024 07:35
ıııııııııııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ııııııııı.,ııııııııııııııııııııı ııııııııı ıııııı ıııııııııııııııııı ııııııııı.,Spices,Weather,Marathi,Arunachal Pradesh,Rabi,High,Angry,Private,Neem Oil,4801,Yes,9,ask_advice,18/04/2024 20:00
ıııııııı ıııı ıııııı ıııııııııı ıııı ıııııııııııııı ıııı ıııııı ıııı ıııııııı ıııı ıııııı ıııııı,ıııııı ıııı ıııııııı ıııııı ıııı ıııııııııııııııı ıııııı ıııııııı,Wheat,Market,Kashmiri,Sikkim,Rabi,High,Frustrated,AI,Irrigation Pump,104,No,13,ask_advice,06/01/2024 20:19
ııııııııııııııı ııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı.,Wheat,Pest,Telugu,Telangana,Zaid,Medium,Neutral,Human,Fertilizer,3282,Yes,17,ask_advice,16/04/2025 05:52
ııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııı,ııııııııı ıııııı ııııııııııııııı ıııııııııııı,Apple,Water,Maithili,Odisha,Summer,High,Frustrated,Private,Fertilizer,1299,Yes,12,ask_advice,29/01/2024 11:43
ıııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ııııııııııııııı.,ıııııııııııııııııı ıııııııııııııııııııııııı.,Tomato,Pest,Kannada,Tamil Nadu,Monsoon,Medium,Hopeful,Human,Fertilizer,1762,Yes,14,ask_advice,23/04/2025 18:28
ıııııııııııı ıııııııııııııııııı ııııııııı ııııııııııııııııııııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııı.,Wheat,Nutrient,Tamil,Gujarat,Zaid,Low,Worried,AI,Drip Kit,224,Yes,21,ask_advice,06/04/2025 07:37
ııııııııııııııı ııııııııııııııııııııııııııııııııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı.,ıııııııııııı ııııııııııııııı ıııııııııııııııııııııııı.,Potato,Pest,Malayalam,Punjab,Zaid,High,Worried,AI,Irrigation Pump,4273,No,22,ask_advice,12/08/2024 03:05
ııııııııı ıııııı ııııııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ııı ıııııııııııı ıııııııııııı ıııııııııııııııııı,Apple,Nutrient,Bhojpuri,Punjab,Kharif,High,Frustrated,NGO,None,0,Yes,13,ask_advice,10/08/2024 13:19
ıııııı ııııııııı ıııııı ııııııııı ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııııııııı ııııııııı ııııııııı ııııııııı ıııııııııııııııııııııııı,Apple,Pest,Odia,Punjab,Winter,Medium,Angry,Human,Neem Oil,822,No,7,ask_advice,05/10/2024 15:35
ıııııııııııııııııı ıııııı ıııııı ıııııııııııııııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ııııııııı.,ıııııı ııııııııııııııı.,Sugarcane,Weather,Marathi,West Bengal,Zaid,Low,Angry,Govt_Expert,Fertilizer,1331,No,9,ask_advice,10/07/2024 11:13
ıııııııııııı ıııııııııııı ııı ııııııııı ııııııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııı ııııııııııııııı ııııııııııııııııııııı ııııııııı ııııııııııııııııııııı ııııııııııııııı,Spices,Disease,Bengali,Himachal Pradesh,Monsoon,Low,Worried,Private,Drip Kit,4341,No,5,ask_advice,21/02/2024 11:55
ııııııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııııııııııııııııııııııııııı.,ıııııııııııı ııııııııııııııı ıııııııııııı.,Rice,Weather,Kannada,Goa,Monsoon,Medium,Neutral,AI,Neem Oil,3094,Yes,23,ask_advice,01/03/2025 17:38
ıııııııııııı ıııııııııııı ııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııı ıııııııııııı,ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııı ıııııııııııııııııı,Cotton,Water,Hindi,Arunachal Pradesh,Rabi,Medium,Hopeful,AI,Pesticide,1362,No,9,ask_advice,12/11/2024 15:55
ıııııııııııı ıııııııııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ııııııııı ııııııııı,ıııııııııııı ıııııı ıııııııııııı ıııııııııııı ııı ıııııııııııııııııı ııııııııı ıııııııııııııııııı,Banana,Market,Bhojpuri,Andhra Pradesh,Zaid,High,Frustrated,Govt_Expert,Irrigation Pump,3032,Yes,9,ask_advice,02/01/2024 07:29
